Date,Scheme,NAV
2023-09-29,Scheme_07,61.18
2023-09-30,Scheme_07,61.14
2023-10-01,Scheme_07,61.34
2023-10-02,Scheme_07,61.91
2023-10-03,Scheme_07,61.57
2023-10-04,Scheme_07,61.46
2023-10-05,Scheme_07,61.36
2023-10-06,Scheme_07,61.79
2023-10-07,Scheme_07,61.8
2023-10-08,Scheme_07,61.55
2023-10-09,Scheme_07,61.73
2023-10-10,Scheme_07,61.63
2023-10-11,Scheme_07,61.29
2023-10-12,Scheme_07,61.04
2023-10-13,Scheme_07,61.58
2023-10-14,Scheme_07,61.71
2023-10-15,Scheme_07,61.77
2023-10-16,Scheme_07,61.71
2023-10-17,Scheme_07,61.82
2023-10-18,Scheme_07,61.92
2023-10-19,Scheme_07,62.03
2023-10-20,Scheme_07,62.08
2023-10-21,Scheme_07,62.36
2023-10-22,Scheme_07,62.39
2023-10-23,Scheme_07,62.12
2023-10-24,Scheme_07,61.95
2023-10-25,Scheme_07,61.38
2023-10-26,Scheme_07,62.01
2023-10-27,Scheme_07,62.29
2023-10-28,Scheme_07,62.06
2023-10-29,Scheme_07,61.99
2023-10-30,Scheme_07,61.82
2023-10-31,Scheme_07,62.31
2023-11-01,Scheme_07,61.9
2023-11-02,Scheme_07,61.95
2023-11-03,Scheme_07,61.94
2023-11-04,Scheme_07,62.21
2023-11-05,Scheme_07,62.2
2023-11-06,Scheme_07,61.69
2023-11-07,Scheme_07,61.64
2023-11-08,Scheme_07,61.36
2023-11-09,Scheme_07,61.41
2023-11-10,Scheme_07,61.86
2023-11-11,Scheme_07,61.36
2023-11-12,Scheme_07,61.14
2023-11-13,Scheme_07,60.99
2023-11-14,Scheme_07,60.9
2023-11-15,Scheme_07,61.14
2023-11-16,Scheme_07,61.11
2023-11-17,Scheme_07,61.25
2023-11-18,Scheme_07,61.08
2023-11-19,Scheme_07,61.17
2023-11-20,Scheme_07,61.43
2023-11-21,Scheme_07,61.23
2023-11-22,Scheme_07,61.48
2023-11-23,Scheme_07,61.52
2023-11-24,Scheme_07,61.85
2023-11-25,Scheme_07,61.81
2023-11-26,Scheme_07,61.94
2023-11-27,Scheme_07,61.95
2023-11-28,Scheme_07,61.94
2023-11-29,Scheme_07,62.04
2023-11-30,Scheme_07,62.22
2023-12-01,Scheme_07,61.87
2023-12-02,Scheme_07,62.32
2023-12-03,Scheme_07,61.78
2023-12-04,Scheme_07,61.59
2023-12-05,Scheme_07,61.58
2023-12-06,Scheme_07,61.73
2023-12-07,Scheme_07,62.22
2023-12-08,Scheme_07,61.68
2023-12-09,Scheme_07,61.55
2023-12-10,Scheme_07,60.93
2023-12-11,Scheme_07,60.96
2023-12-12,Scheme_07,61.06
2023-12-13,Scheme_07,61.56
2023-12-14,Scheme_07,61.62
2023-12-15,Scheme_07,61.95
2023-12-16,Scheme_07,62.15
2023-12-17,Scheme_07,62.04
2023-12-18,Scheme_07,61.63
2023-12-19,Scheme_07,61.74
2023-12-20,Scheme_07,61.31
2023-12-21,Scheme_07,61.72
2023-12-22,Scheme_07,61.69
2023-12-23,Scheme_07,62.07
2023-12-24,Scheme_07,61.94
2023-12-25,Scheme_07,62.04
2023-12-26,Scheme_07,62.13
2023-12-27,Scheme_07,62.13
2023-12-28,Scheme_07,62.02
2023-12-29,Scheme_07,62.16
2023-12-30,Scheme_07,61.9
2023-12-31,Scheme_07,61.56
2024-01-01,Scheme_07,61.95
2024-01-02,Scheme_07,62.19
2024-01-03,Scheme_07,62.23
2024-01-04,Scheme_07,62.75
2024-01-05,Scheme_07,62.69
2024-01-06,Scheme_07,63.11
2024-01-07,Scheme_07,63.18
2024-01-08,Scheme_07,62.89
2024-01-09,Scheme_07,63.47
2024-01-10,Scheme_07,63.78
2024-01-11,Scheme_07,63.77
2024-01-12,Scheme_07,64.0
2024-01-13,Scheme_07,63.9
2024-01-14,Scheme_07,64.17
2024-01-15,Scheme_07,63.48
2024-01-16,Scheme_07,63.19
2024-01-17,Scheme_07,63.5
2024-01-18,Scheme_07,63.45
2024-01-19,Scheme_07,63.53
2024-01-20,Scheme_07,63.15
2024-01-21,Scheme_07,63.72
2024-01-22,Scheme_07,64.1
2024-01-23,Scheme_07,64.06
2024-01-24,Scheme_07,63.96
2024-01-25,Scheme_07,64.29
2024-01-26,Scheme_07,64.9
2024-01-27,Scheme_07,65.21
2024-01-28,Scheme_07,65.88
2024-01-29,Scheme_07,65.62
2024-01-30,Scheme_07,65.4
2024-01-31,Scheme_07,65.06
2024-02-01,Scheme_07,65.21
2024-02-02,Scheme_07,65.28
2024-02-03,Scheme_07,65.26
2024-02-04,Scheme_07,65.52
2024-02-05,Scheme_07,65.91
2024-02-06,Scheme_07,65.47
2024-02-07,Scheme_07,65.31
2024-02-08,Scheme_07,65.58
2024-02-09,Scheme_07,65.46
2024-02-10,Scheme_07,65.24
2024-02-11,Scheme_07,65.57
2024-02-12,Scheme_07,65.2
2024-02-13,Scheme_07,65.13
2024-02-14,Scheme_07,65.25
2024-02-15,Scheme_07,65.09
2024-02-16,Scheme_07,65.35
2024-02-17,Scheme_07,65.2
2024-02-18,Scheme_07,65.64
2024-02-19,Scheme_07,65.62
2024-02-20,Scheme_07,65.85
2024-02-21,Scheme_07,66.09
2024-02-22,Scheme_07,65.92
2024-02-23,Scheme_07,65.32
2024-02-24,Scheme_07,65.45
2024-02-25,Scheme_07,65.49
2024-02-26,Scheme_07,65.68
2024-02-27,Scheme_07,65.63
2024-02-28,Scheme_07,65.52
2024-02-29,Scheme_07,66.15
2024-03-01,Scheme_07,65.73
2024-03-02,Scheme_07,65.97
2024-03-03,Scheme_07,65.81
2024-03-04,Scheme_07,65.73
2024-03-05,Scheme_07,65.66
2024-03-06,Scheme_07,65.44
2024-03-07,Scheme_07,65.63
2024-03-08,Scheme_07,66.06
2024-03-09,Scheme_07,66.23
2024-03-10,Scheme_07,66.28
2024-03-11,Scheme_07,66.0
2024-03-12,Scheme_07,66.18
2024-03-13,Scheme_07,66.84
2024-03-14,Scheme_07,66.75
2024-03-15,Scheme_07,66.66
2024-03-16,Scheme_07,66.51
2024-03-17,Scheme_07,66.38
2024-03-18,Scheme_07,65.58
2024-03-19,Scheme_07,65.72
2024-03-20,Scheme_07,65.48
2024-03-21,Scheme_07,65.02
2024-03-22,Scheme_07,65.27
2024-03-23,Scheme_07,64.96
2024-03-24,Scheme_07,64.88
2024-03-25,Scheme_07,65.34
2024-03-26,Scheme_07,64.94
2024-03-27,Scheme_07,64.5
2024-03-28,Scheme_07,64.6
2024-03-29,Scheme_07,64.96
2024-03-30,Scheme_07,64.51
2024-03-31,Scheme_07,64.65
2024-04-01,Scheme_07,64.85
2024-04-02,Scheme_07,64.25
2024-04-03,Scheme_07,64.51
2024-04-04,Scheme_07,64.79
2024-04-05,Scheme_07,64.72
2024-04-06,Scheme_07,65.12
2024-04-07,Scheme_07,65.48
2024-04-08,Scheme_07,65.53
2024-04-09,Scheme_07,65.41
2024-04-10,Scheme_07,65.14
2024-04-11,Scheme_07,65.15
2024-04-12,Scheme_07,65.34
2024-04-13,Scheme_07,65.26
2024-04-14,Scheme_07,64.62
2024-04-15,Scheme_07,65.02
2024-04-16,Scheme_07,65.1
2024-04-17,Scheme_07,65.01
2024-04-18,Scheme_07,65.28
2024-04-19,Scheme_07,65.76
2024-04-20,Scheme_07,64.94
2024-04-21,Scheme_07,65.09
2024-04-22,Scheme_07,64.68
2024-04-23,Scheme_07,64.85
2024-04-24,Scheme_07,64.91
2024-04-25,Scheme_07,65.12
2024-04-26,Scheme_07,64.99
2024-04-27,Scheme_07,64.45
2024-04-28,Scheme_07,64.34
2024-04-29,Scheme_07,64.48
2024-04-30,Scheme_07,64.8
2024-05-01,Scheme_07,64.47
2024-05-02,Scheme_07,64.8
2024-05-03,Scheme_07,64.62
2024-05-04,Scheme_07,64.75
2024-05-05,Scheme_07,64.62
2024-05-06,Scheme_07,64.69
2024-05-07,Scheme_07,64.98
2024-05-08,Scheme_07,64.63
2024-05-09,Scheme_07,64.45
2024-05-10,Scheme_07,64.53
2024-05-11,Scheme_07,65.27
2024-05-12,Scheme_07,65.03
2024-05-13,Scheme_07,65.66
2024-05-14,Scheme_07,66.28
2024-05-15,Scheme_07,66.27
2024-05-16,Scheme_07,66.2
2024-05-17,Scheme_07,66.01
2024-05-18,Scheme_07,66.01
2024-05-19,Scheme_07,65.61
2024-05-20,Scheme_07,65.61
2024-05-21,Scheme_07,66.08
2024-05-22,Scheme_07,65.91
2024-05-23,Scheme_07,65.86
2024-05-24,Scheme_07,65.37
2024-05-25,Scheme_07,65.5
2024-05-26,Scheme_07,65.6
2024-05-27,Scheme_07,65.64
2024-05-28,Scheme_07,65.6
2024-05-29,Scheme_07,65.53
2024-05-30,Scheme_07,65.7
2024-05-31,Scheme_07,65.71
2024-06-01,Scheme_07,65.83
2024-06-02,Scheme_07,65.91
2024-06-03,Scheme_07,66.27
2024-06-04,Scheme_07,66.49
2024-06-05,Scheme_07,66.57
2024-06-06,Scheme_07,67.04
2024-06-07,Scheme_07,67.19
2024-06-08,Scheme_07,67.6
2024-06-09,Scheme_07,67.8
2024-06-10,Scheme_07,67.27
2024-06-11,Scheme_07,67.68
2024-06-12,Scheme_07,67.74
2024-06-13,Scheme_07,67.75
2024-06-14,Scheme_07,67.85
2024-06-15,Scheme_07,67.77
2024-06-16,Scheme_07,67.86
2024-06-17,Scheme_07,67.7
2024-06-18,Scheme_07,68.1
2024-06-19,Scheme_07,68.09
2024-06-20,Scheme_07,67.99
2024-06-21,Scheme_07,67.74
2024-06-22,Scheme_07,67.84
2024-06-23,Scheme_07,67.91
2024-06-24,Scheme_07,68.05
2024-06-25,Scheme_07,67.76
2024-06-26,Scheme_07,67.3
2024-06-27,Scheme_07,67.51
2024-06-28,Scheme_07,67.97
2024-06-29,Scheme_07,67.69
2024-06-30,Scheme_07,68.18
2024-07-01,Scheme_07,68.29
2024-07-02,Scheme_07,68.31
2024-07-03,Scheme_07,68.21
2024-07-04,Scheme_07,67.81
2024-07-05,Scheme_07,68.13
2024-07-06,Scheme_07,67.91
2024-07-07,Scheme_07,67.7
2024-07-08,Scheme_07,68.02
2024-07-09,Scheme_07,67.47
2024-07-10,Scheme_07,67.04
2024-07-11,Scheme_07,67.05
2024-07-12,Scheme_07,67.16
2024-07-13,Scheme_07,67.32
2024-07-14,Scheme_07,67.25
2024-07-15,Scheme_07,68.03
2024-07-16,Scheme_07,67.98
2024-07-17,Scheme_07,67.93
2024-07-18,Scheme_07,67.72
2024-07-19,Scheme_07,67.77
2024-07-20,Scheme_07,67.98
2024-07-21,Scheme_07,68.36
2024-07-22,Scheme_07,67.93
2024-07-23,Scheme_07,67.88
2024-07-24,Scheme_07,68.03
2024-07-25,Scheme_07,68.23
2024-07-26,Scheme_07,68.25
2024-07-27,Scheme_07,68.43
2024-07-28,Scheme_07,68.21
2024-07-29,Scheme_07,68.7
2024-07-30,Scheme_07,69.01
2024-07-31,Scheme_07,68.63
2024-08-01,Scheme_07,68.33
2024-08-02,Scheme_07,68.03
2024-08-03,Scheme_07,68.26
2024-08-04,Scheme_07,67.89
2024-08-05,Scheme_07,67.81
2024-08-06,Scheme_07,67.97
2024-08-07,Scheme_07,67.97
2024-08-08,Scheme_07,68.07
2024-08-09,Scheme_07,67.77
2024-08-10,Scheme_07,67.97
2024-08-11,Scheme_07,67.8
2024-08-12,Scheme_07,67.73
2024-08-13,Scheme_07,67.82
2024-08-14,Scheme_07,67.87
2024-08-15,Scheme_07,67.89
2024-08-16,Scheme_07,67.69
2024-08-17,Scheme_07,67.62
2024-08-18,Scheme_07,67.64
2024-08-19,Scheme_07,67.25
2024-08-20,Scheme_07,67.13
2024-08-21,Scheme_07,67.27
2024-08-22,Scheme_07,66.9
2024-08-23,Scheme_07,67.27
2024-08-24,Scheme_07,67.67
2024-08-25,Scheme_07,67.32
2024-08-26,Scheme_07,67.74
2024-08-27,Scheme_07,67.72
2024-08-28,Scheme_07,67.87
2024-08-29,Scheme_07,67.74
2024-08-30,Scheme_07,68.03
2024-08-31,Scheme_07,68.18
2024-09-01,Scheme_07,67.95
2024-09-02,Scheme_07,67.62
2024-09-03,Scheme_07,67.2
2024-09-04,Scheme_07,67.28
2024-09-05,Scheme_07,67.47
2024-09-06,Scheme_07,67.69
2024-09-07,Scheme_07,67.67
2024-09-08,Scheme_07,67.34
2024-09-09,Scheme_07,67.16
2024-09-10,Scheme_07,67.53
2024-09-11,Scheme_07,67.4
2024-09-12,Scheme_07,67.46
2024-09-13,Scheme_07,67.16
2024-09-14,Scheme_07,67.28
2024-09-15,Scheme_07,67.16
2024-09-16,Scheme_07,67.5
2024-09-17,Scheme_07,67.75
2024-09-18,Scheme_07,67.62
2024-09-19,Scheme_07,67.6
2024-09-20,Scheme_07,67.46
2024-09-21,Scheme_07,67.05
2024-09-22,Scheme_07,66.82
2024-09-23,Scheme_07,66.89
2024-09-24,Scheme_07,67.01
2024-09-25,Scheme_07,67.08
2024-09-26,Scheme_07,67.01
2024-09-27,Scheme_07,67.31
2024-09-28,Scheme_07,67.35
2024-09-29,Scheme_07,67.58
2024-09-30,Scheme_07,67.06
2024-10-01,Scheme_07,65.91
2024-10-02,Scheme_07,66.01
2024-10-03,Scheme_07,65.61
2024-10-04,Scheme_07,65.56
2024-10-05,Scheme_07,65.49
2024-10-06,Scheme_07,65.99
2024-10-07,Scheme_07,66.13
2024-10-08,Scheme_07,66.2
2024-10-09,Scheme_07,66.47
2024-10-10,Scheme_07,66.6
2024-10-11,Scheme_07,66.48
2024-10-12,Scheme_07,66.82
2024-10-13,Scheme_07,66.51
2024-10-14,Scheme_07,66.63
2024-10-15,Scheme_07,66.18
2024-10-16,Scheme_07,66.26
2024-10-17,Scheme_07,66.34
2024-10-18,Scheme_07,66.86
2024-10-19,Scheme_07,66.42
2024-10-20,Scheme_07,66.25
2024-10-21,Scheme_07,66.52
2024-10-22,Scheme_07,66.64
2024-10-23,Scheme_07,66.72
2024-10-24,Scheme_07,66.45
2024-10-25,Scheme_07,66.29
2024-10-26,Scheme_07,66.69
2024-10-27,Scheme_07,66.69
2024-10-28,Scheme_07,66.82
2024-10-29,Scheme_07,66.81
2024-10-30,Scheme_07,66.47
2024-10-31,Scheme_07,66.77
2024-11-01,Scheme_07,66.94
2024-11-02,Scheme_07,67.66
2024-11-03,Scheme_07,67.37
2024-11-04,Scheme_07,67.64
2024-11-05,Scheme_07,67.26
2024-11-06,Scheme_07,67.33
2024-11-07,Scheme_07,67.64
2024-11-08,Scheme_07,67.04
2024-11-09,Scheme_07,67.0
2024-11-10,Scheme_07,66.85
2024-11-11,Scheme_07,66.66
2024-11-12,Scheme_07,66.8
2024-11-13,Scheme_07,67.15
2024-11-14,Scheme_07,67.13
2024-11-15,Scheme_07,67.22
2024-11-16,Scheme_07,67.27
2024-11-17,Scheme_07,67.29
2024-11-18,Scheme_07,66.98
2024-11-19,Scheme_07,67.34
2024-11-20,Scheme_07,67.44
2024-11-21,Scheme_07,67.58
2024-11-22,Scheme_07,67.36
2024-11-23,Scheme_07,67.24
2024-11-24,Scheme_07,67.21
2024-11-25,Scheme_07,66.77
2024-11-26,Scheme_07,66.28
2024-11-27,Scheme_07,66.12
2024-11-28,Scheme_07,66.3
2024-11-29,Scheme_07,66.12
2024-11-30,Scheme_07,65.84
2024-12-01,Scheme_07,65.61
2024-12-02,Scheme_07,65.5
2024-12-03,Scheme_07,65.41
2024-12-04,Scheme_07,66.08
2024-12-05,Scheme_07,66.42
2024-12-06,Scheme_07,66.75
2024-12-07,Scheme_07,67.12
2024-12-08,Scheme_07,66.84
2024-12-09,Scheme_07,66.49
2024-12-10,Scheme_07,66.18
2024-12-11,Scheme_07,66.6
2024-12-12,Scheme_07,66.45
2024-12-13,Scheme_07,66.1
2024-12-14,Scheme_07,65.99
2024-12-15,Scheme_07,65.94
2024-12-16,Scheme_07,66.04
2024-12-17,Scheme_07,66.13
2024-12-18,Scheme_07,65.9
2024-12-19,Scheme_07,66.13
2024-12-20,Scheme_07,65.96
2024-12-21,Scheme_07,65.93
2024-12-22,Scheme_07,66.16
2024-12-23,Scheme_07,65.99
2024-12-24,Scheme_07,65.83
2024-12-25,Scheme_07,66.03
2024-12-26,Scheme_07,65.79
2024-12-27,Scheme_07,65.7
2024-12-28,Scheme_07,65.89
2024-12-29,Scheme_07,66.52
2024-12-30,Scheme_07,66.72
2024-12-31,Scheme_07,66.89
2025-01-01,Scheme_07,67.06
2025-01-02,Scheme_07,66.76
2025-01-03,Scheme_07,66.82
2025-01-04,Scheme_07,66.83
2025-01-05,Scheme_07,66.95
2025-01-06,Scheme_07,67.0
2025-01-07,Scheme_07,67.13
2025-01-08,Scheme_07,67.06
2025-01-09,Scheme_07,67.1
2025-01-10,Scheme_07,66.75
2025-01-11,Scheme_07,66.67
2025-01-12,Scheme_07,67.11
2025-01-13,Scheme_07,67.23
2025-01-14,Scheme_07,67.24
2025-01-15,Scheme_07,67.83
2025-01-16,Scheme_07,67.44
2025-01-17,Scheme_07,67.13
2025-01-18,Scheme_07,67.66
2025-01-19,Scheme_07,67.7
2025-01-20,Scheme_07,67.64
2025-01-21,Scheme_07,67.3
2025-01-22,Scheme_07,67.46
2025-01-23,Scheme_07,67.64
2025-01-24,Scheme_07,67.33
2025-01-25,Scheme_07,67.31
2025-01-26,Scheme_07,67.23
2025-01-27,Scheme_07,67.33
2025-01-28,Scheme_07,67.01
2025-01-29,Scheme_07,67.41
2025-01-30,Scheme_07,67.7
2025-01-31,Scheme_07,67.61
2025-02-01,Scheme_07,67.57
2025-02-02,Scheme_07,67.55
2025-02-03,Scheme_07,67.33
2025-02-04,Scheme_07,67.22
2025-02-05,Scheme_07,67.16
2025-02-06,Scheme_07,67.66
2025-02-07,Scheme_07,67.97
2025-02-08,Scheme_07,68.27
2025-02-09,Scheme_07,68.4
2025-02-10,Scheme_07,68.08
2025-02-11,Scheme_07,68.09
2025-02-12,Scheme_07,68.4
2025-02-13,Scheme_07,68.04
2025-02-14,Scheme_07,68.25
2025-02-15,Scheme_07,68.97
2025-02-16,Scheme_07,69.31
2025-02-17,Scheme_07,69.75
2025-02-18,Scheme_07,69.84
2025-02-19,Scheme_07,70.15
2025-02-20,Scheme_07,69.96
2025-02-21,Scheme_07,70.21
2025-02-22,Scheme_07,70.43
2025-02-23,Scheme_07,70.54
2025-02-24,Scheme_07,70.95
2025-02-25,Scheme_07,70.81
2025-02-26,Scheme_07,70.77
2025-02-27,Scheme_07,70.82
2025-02-28,Scheme_07,70.53
2025-03-01,Scheme_07,70.62
2025-03-02,Scheme_07,70.13
2025-03-03,Scheme_07,70.46
2025-03-04,Scheme_07,70.49
2025-03-05,Scheme_07,70.36
2025-03-06,Scheme_07,70.13
2025-03-07,Scheme_07,70.08
2025-03-08,Scheme_07,70.3
2025-03-09,Scheme_07,70.49
2025-03-10,Scheme_07,70.3
2025-03-11,Scheme_07,70.06
2025-03-12,Scheme_07,70.28
2025-03-13,Scheme_07,70.08
2025-03-14,Scheme_07,70.12
2025-03-15,Scheme_07,70.18
2025-03-16,Scheme_07,70.29
2025-03-17,Scheme_07,70.57
2025-03-18,Scheme_07,70.21
2025-03-19,Scheme_07,69.66
2025-03-20,Scheme_07,69.51
2025-03-21,Scheme_07,70.07
2025-03-22,Scheme_07,70.69
2025-03-23,Scheme_07,71.26
2025-03-24,Scheme_07,71.23
2025-03-25,Scheme_07,70.71
2025-03-26,Scheme_07,70.03
2025-03-27,Scheme_07,69.86
2025-03-28,Scheme_07,69.82
2025-03-29,Scheme_07,70.23
2025-03-30,Scheme_07,70.51
2025-03-31,Scheme_07,70.6
2025-04-01,Scheme_07,70.36
2025-04-02,Scheme_07,70.09
2025-04-03,Scheme_07,70.18
2025-04-04,Scheme_07,70.41
2025-04-05,Scheme_07,70.55
2025-04-06,Scheme_07,70.26
2025-04-07,Scheme_07,70.48
2025-04-08,Scheme_07,70.62
2025-04-09,Scheme_07,70.32
2025-04-10,Scheme_07,70.11
2025-04-11,Scheme_07,70.33
2025-04-12,Scheme_07,70.28
2025-04-13,Scheme_07,70.78
2025-04-14,Scheme_07,70.95
2025-04-15,Scheme_07,70.82
2025-04-16,Scheme_07,70.84
2025-04-17,Scheme_07,70.88
2025-04-18,Scheme_07,70.68
2025-04-19,Scheme_07,70.43
2025-04-20,Scheme_07,70.66
2025-04-21,Scheme_07,70.93
2025-04-22,Scheme_07,71.13
2025-04-23,Scheme_07,71.61
2025-04-24,Scheme_07,71.46
2025-04-25,Scheme_07,71.99
2025-04-26,Scheme_07,71.74
2025-04-27,Scheme_07,71.45
2025-04-28,Scheme_07,70.95
2025-04-29,Scheme_07,70.83
2025-04-30,Scheme_07,70.7
2025-05-01,Scheme_07,70.88
2025-05-02,Scheme_07,70.97
2025-05-03,Scheme_07,70.63
2025-05-04,Scheme_07,70.54
2025-05-05,Scheme_07,70.44
2025-05-06,Scheme_07,69.93
2025-05-07,Scheme_07,69.66
2025-05-08,Scheme_07,69.45
2025-05-09,Scheme_07,69.9
2025-05-10,Scheme_07,69.97
2025-05-11,Scheme_07,70.19
2025-05-12,Scheme_07,69.76
2025-05-13,Scheme_07,70.14
2025-05-14,Scheme_07,70.55
2025-05-15,Scheme_07,69.97
2025-05-16,Scheme_07,69.78
2025-05-17,Scheme_07,69.95
2025-05-18,Scheme_07,70.16
2025-05-19,Scheme_07,69.98
2025-05-20,Scheme_07,69.91
2025-05-21,Scheme_07,69.75
2025-05-22,Scheme_07,69.8
2025-05-23,Scheme_07,70.18
2025-05-24,Scheme_07,69.97
2025-05-25,Scheme_07,70.29
2025-05-26,Scheme_07,70.07
2025-05-27,Scheme_07,69.84
2025-05-28,Scheme_07,70.11
2025-05-29,Scheme_07,70.4
2025-05-30,Scheme_07,70.68
2025-05-31,Scheme_07,70.3
2025-06-01,Scheme_07,70.18
2025-06-02,Scheme_07,70.45
2025-06-03,Scheme_07,70.48
2025-06-04,Scheme_07,70.18
2025-06-05,Scheme_07,70.34
2025-06-06,Scheme_07,70.14
2025-06-07,Scheme_07,70.7
2025-06-08,Scheme_07,71.19
2025-06-09,Scheme_07,71.39
2025-06-10,Scheme_07,71.81
2025-06-11,Scheme_07,71.85
2025-06-12,Scheme_07,72.1
2025-06-13,Scheme_07,72.57
2025-06-14,Scheme_07,72.66
2025-06-15,Scheme_07,72.6
2025-06-16,Scheme_07,72.11
2025-06-17,Scheme_07,72.11
2025-06-18,Scheme_07,72.37
2025-06-19,Scheme_07,72.68
2025-06-20,Scheme_07,72.85
2025-06-21,Scheme_07,72.71
2025-06-22,Scheme_07,72.13
2025-06-23,Scheme_07,72.01
2025-06-24,Scheme_07,71.93
2025-06-25,Scheme_07,71.86
2025-06-26,Scheme_07,72.07
2025-06-27,Scheme_07,72.68
2025-06-28,Scheme_07,72.74
2025-06-29,Scheme_07,72.69
2025-06-30,Scheme_07,72.64
2025-07-01,Scheme_07,72.69
2025-07-02,Scheme_07,72.47
2025-07-03,Scheme_07,72.52
2025-07-04,Scheme_07,72.68
2025-07-05,Scheme_07,72.76
2025-07-06,Scheme_07,72.92
2025-07-07,Scheme_07,73.07
2025-07-08,Scheme_07,72.56
2025-07-09,Scheme_07,72.77
2025-07-10,Scheme_07,72.58
2025-07-11,Scheme_07,72.28
2025-07-12,Scheme_07,71.96
2025-07-13,Scheme_07,72.11
2025-07-14,Scheme_07,72.07
2025-07-15,Scheme_07,71.58
2025-07-16,Scheme_07,71.75
2025-07-17,Scheme_07,71.33
2025-07-18,Scheme_07,71.4
2025-07-19,Scheme_07,71.49
2025-07-20,Scheme_07,71.77
2025-07-21,Scheme_07,72.33
2025-07-22,Scheme_07,71.94
2025-07-23,Scheme_07,71.94
2025-07-24,Scheme_07,71.88
2025-07-25,Scheme_07,72.03
2025-07-26,Scheme_07,72.12
2025-07-27,Scheme_07,72.03
2025-07-28,Scheme_07,71.92
2025-07-29,Scheme_07,71.6
2025-07-30,Scheme_07,71.92
2025-07-31,Scheme_07,72.08
2025-08-01,Scheme_07,72.37
2025-08-02,Scheme_07,72.3
2025-08-03,Scheme_07,72.12
2025-08-04,Scheme_07,71.82
2025-08-05,Scheme_07,71.95
2025-08-06,Scheme_07,71.65
2025-08-07,Scheme_07,72.23
2025-08-08,Scheme_07,71.86
2025-08-09,Scheme_07,71.96
2025-08-10,Scheme_07,72.45
2025-08-11,Scheme_07,72.65
2025-08-12,Scheme_07,72.72
2025-08-13,Scheme_07,72.45
2025-08-14,Scheme_07,72.06
2025-08-15,Scheme_07,72.31
2025-08-16,Scheme_07,72.78
2025-08-17,Scheme_07,72.67
2025-08-18,Scheme_07,72.35
2025-08-19,Scheme_07,71.63
2025-08-20,Scheme_07,71.35
2025-08-21,Scheme_07,71.34
2025-08-22,Scheme_07,71.84
2025-08-23,Scheme_07,72.06
2025-08-24,Scheme_07,72.17
2025-08-25,Scheme_07,72.07
2025-08-26,Scheme_07,71.92
2025-08-27,Scheme_07,72.36
2025-08-28,Scheme_07,72.44
2025-08-29,Scheme_07,71.83
2025-08-30,Scheme_07,71.65
2025-08-31,Scheme_07,71.41
2025-09-01,Scheme_07,71.27
2025-09-02,Scheme_07,71.45
2025-09-03,Scheme_07,71.44
2025-09-04,Scheme_07,71.44
2025-09-05,Scheme_07,71.85
2025-09-06,Scheme_07,71.66
2025-09-07,Scheme_07,72.24
2025-09-08,Scheme_07,72.06
2025-09-09,Scheme_07,72.11
2025-09-10,Scheme_07,72.04
2025-09-11,Scheme_07,72.1
2025-09-12,Scheme_07,72.25
2025-09-13,Scheme_07,72.4
2025-09-14,Scheme_07,72.2
2025-09-15,Scheme_07,71.88
2025-09-16,Scheme_07,72.65
2025-09-17,Scheme_07,72.53
2025-09-18,Scheme_07,72.76
2025-09-19,Scheme_07,72.3
2025-09-20,Scheme_07,72.23
2025-09-21,Scheme_07,72.21
2025-09-22,Scheme_07,72.38
2025-09-23,Scheme_07,71.58
2025-09-24,Scheme_07,71.65
2025-09-25,Scheme_07,71.32
2025-09-26,Scheme_07,71.44
2025-09-27,Scheme_07,71.15
2025-09-28,Scheme_07,70.91
2025-09-29,Scheme_07,70.85
2025-09-30,Scheme_07,70.56
2025-10-01,Scheme_07,70.43
2025-10-02,Scheme_07,70.09
2025-10-03,Scheme_07,69.56
2025-10-04,Scheme_07,69.89
2025-10-05,Scheme_07,69.52
2025-10-06,Scheme_07,69.49
2025-10-07,Scheme_07,69.73
2025-10-08,Scheme_07,69.57
2025-10-09,Scheme_07,69.34
2025-10-10,Scheme_07,69.43
2025-10-11,Scheme_07,69.78
2025-10-12,Scheme_07,69.45
2025-10-13,Scheme_07,69.43
2025-10-14,Scheme_07,68.93
2025-10-15,Scheme_07,68.83
2025-10-16,Scheme_07,68.86
2025-10-17,Scheme_07,68.63
2025-10-18,Scheme_07,68.51
2025-10-19,Scheme_07,68.11
2025-10-20,Scheme_07,68.15
2025-10-21,Scheme_07,68.49
2025-10-22,Scheme_07,68.18
2025-10-23,Scheme_07,68.01
2025-10-24,Scheme_07,68.18
2025-10-25,Scheme_07,68.56
2025-10-26,Scheme_07,68.14
2025-10-27,Scheme_07,68.11
2025-10-28,Scheme_07,68.21
2025-10-29,Scheme_07,68.2
2025-10-30,Scheme_07,67.48
2025-10-31,Scheme_07,67.65
2025-11-01,Scheme_07,68.12
2025-11-02,Scheme_07,68.18
2025-11-03,Scheme_07,67.89
2025-11-04,Scheme_07,67.75
2025-11-05,Scheme_07,68.31
2025-11-06,Scheme_07,68.6
2025-11-07,Scheme_07,68.81
2025-11-08,Scheme_07,68.94
2025-11-09,Scheme_07,68.76
2025-11-10,Scheme_07,68.72
2025-11-11,Scheme_07,68.72
2025-11-12,Scheme_07,68.9
2025-11-13,Scheme_07,69.37
